country,field,year,disclosed_investment,complete
South Africa,Finance,2024,0,False
Croatia,Software,2015,0,True
Malaysia,Information Technology,2019,7,True
United Arab Emirates,Transportation,2023,12,True
United Kingdom,Gaming,2022,70,True
Malaysia,Hardware,2021,23,True
Serbia,All,2020,0,True
Brazil,Energy and natural resources,2024,3,False
China (mainland),Semiconductor,2022,172,True
Denmark,Robotics,2024,3,False
Lithuania,General purpose,2018,1,True
Lithuania,Data and analytics,2018,1,True
Nigeria,Software,2019,8,True
Romania,Data and analytics,2018,0,True
Vietnam,All,2018,0,True
Germany,"Military, public safety and government",2017,0,True
Poland,Manufacturing,2019,0,True
South Africa,General purpose,2023,12,True
Austria,Professional services,2021,0,True
Bangladesh,All,2022,0,True
Estonia,Transportation,2020,0,True
Estonia,Hardware,2023,1,True
Malaysia,"Sales, retail, commerce, marketing",2019,0,True
Romania,Hardware,2020,1,True
Romania,Hardware,2021,0,True
Singapore,Education,2022,28,True
Kazakhstan,Data and analytics,2023,2,True
Kazakhstan,All,2019,0,True
Kazakhstan,Software,2024,0,False
South Korea,Semiconductor,2024,12,False
Tunisia,Data and analytics,2019,0,True
South Africa,Robotics,2022,14,True
Czechia,Manufacturing,2023,1,True
Philippines,Lending and Investments,2023,6,True
Colombia,Real estate,2020,0,True
Saint Kitts and Nevis,Other,2023,0,True
Sri Lanka,Education,2023,0,True
Azerbaijan,Data and analytics,2022,0,True
Sri Lanka,Privacy and Security,2024,0,False
Indonesia,Education,2023,1,True
Argentina,"Sales, retail, commerce, marketing",2014,0,True
Austria,Media and Entertainment,2022,1,True
Austria,Community and Lifestyle,2016,0,True
Belgium,Transportation,2023,1,True
Bosnia and Herzegovina,Information Technology,2020,0,True
Bosnia and Herzegovina,Software,2020,0,True
Brazil,"Military, public safety and government",2019,0,True
Botswana,General purpose,2021,0,True
Switzerland,NLP,2019,0,True
Switzerland,Semiconductor,2018,0,True
Chile,Manufacturing,2023,0,True
Chile,Gaming,2016,0,True
China (mainland),Agriculture,2018,8,True
Colombia,Professional services,2022,2,True
Cyprus,General purpose,2015,1,True
Denmark,Media and Entertainment,2017,31,True
Egypt,Community and Lifestyle,2022,1,True
Egypt,Professional services,2021,0,True
Spain,Agriculture,2021,3,True
Spain,Navigation and mapping,2019,1,True
Finland,Facial Recognition,2015,1,True
Finland,Finance,2022,3,True
France,Simulation,2017,1,True
Croatia,Other,2019,0,True
Hungary,Other,2019,2,True
Hungary,Finance,2018,0,True
Hungary,Telecommunications,2017,0,True
Ireland,Real estate,2024,4,False
Ireland,Agriculture,2020,0,True
Iceland,Healthcare and Life Sciences,2015,0,True
Iceland,Lending and Investments,2021,0,True
Israel,Facial Recognition,2020,7,True
Israel,Gaming,2019,0,True
Italy,Consumer goods,2016,1,True
Italy,Real estate,2024,1,False
Italy,Computer Vision,2023,1,True
Italy,Professional services,2018,0,True
Japan,Telecommunications,2022,10,True
South Korea,Lending and Investments,2018,1,True
Lebanon,Software,2016,0,True
Sri Lanka,"Mobile, platforms & Internet services",2022,0,True
Sri Lanka,Hardware,2017,2,True
Lithuania,Hardware,2016,1,True
Lithuania,Hardware,2021,1,True
Luxembourg,Information Technology,2021,3,True
Latvia,"Sales, retail, commerce, marketing",2014,0,True
Mexico,Hardware,2022,2,True
Mexico,NLP,2017,1,True
Malaysia,Consumer goods,2017,0,True
Nigeria,Education,2022,0,True
Netherlands,Lending and Investments,2015,0,True
Netherlands,Cyber Security,2020,3,True
Norway,"Military, public safety and government",2019,0,True
Norway,Real estate,2024,3,False
Norway,Other,2022,0,True
New Zealand,Real estate,2019,0,True
New Zealand,Education,2014,1,True
New Zealand,"Sales, retail, commerce, marketing",2020,3,True
Oman,Software,2021,0,True
Peru,Information Technology,2019,0,True
Poland,Gaming,2019,2,True
Poland,Media and Entertainment,2020,0,True
Portugal,Computer Vision,2018,0,True
Portugal,Consumer goods,2016,0,True
Portugal,Privacy and Security,2019,1,True
Portugal,Community and Lifestyle,2018,0,True
Portugal,NLP,2015,0,True
Qatar,All,2018,0,True
Qatar,All,2021,1,True
Romania,Professional services,2022,0,True
Russia,Energy and natural resources,2017,2,True
Russia,Other,2016,0,True
Serbia,Professional services,2021,0,True
Slovakia,Hardware,2020,1,True
Sweden,Manufacturing,2024,10,False
Sweden,NLP,2021,3,True
Seychelles,Software,2021,1,True
Thailand,Computer Vision,2018,0,True
Trinidad and Tobago,Healthcare and Life Sciences,2021,0,True
Tunisia,"Sales, retail, commerce, marketing",2022,1,True
Tunisia,Agriculture,2021,0,True
Turkey,NLP,2021,0,True
Taiwan,NLP,2022,2,True
Uruguay,General purpose,2022,2,True
Uruguay,"Mobile, platforms & Internet services",2021,0,True
Zimbabwe,General purpose,2023,0,True
Australia,Information Technology,2021,463,True
Australia,Transportation,2018,6,True
Australia,Software,2024,55,False
Austria,Finance,2024,4,False
Austria,Hardware,2023,3,True
Belgium,Data and analytics,2017,120,True
Brazil,Information Technology,2017,4,True
Brazil,All,2015,2,True
Brazil,All,2024,644,False
Canada,Energy and natural resources,2020,19,True
Canada,Manufacturing,2015,7,True
Canada,Hardware,2022,1025,True
Canada,"Mobile, platforms & Internet services",2018,151,True
Canada,Healthcare and Life Sciences,2022,63,True
Canada,"Sales, retail, commerce, marketing",2014,9,True
Canada,Agriculture,2015,0,True
Canada,Agriculture,2016,2,True
Canada,Finance,2018,87,True
Switzerland,All,2022,814,True
Switzerland,Media and Entertainment,2020,4,True
Chile,All,2021,268,True
Chile,Software,2018,7,True
China (mainland),Community and Lifestyle,2023,41,True
China (mainland),Speech Recognition,2014,50,True
China (mainland),Finance,2017,117,True
China (mainland),Education,2019,39,True
China (mainland),Education,2024,63,False
China (mainland),Manufacturing,2019,311,True
China (mainland),All,2017,3864,True
Cyprus,Software,2024,4,False
Germany,Manufacturing,2017,2,True
Germany,Manufacturing,2018,6,True
Germany,Real estate,2017,1,True
Germany,Information Technology,2017,43,True
Germany,"Sales, retail, commerce, marketing",2021,34,True
Germany,Media and Entertainment,2019,1,True
Spain,"Mobile, platforms & Internet services",2022,50,True
Spain,"Sales, retail, commerce, marketing",2018,14,True
Spain,Computer Vision,2022,3,True
Finland,"Mobile, platforms & Internet services",2017,4,True
France,Biotechnology,2019,9,True
France,Finance,2016,7,True
France,General purpose,2022,258,True
United Kingdom,Cyber Security,2020,19,True
United Kingdom,Software,2015,189,True
United Kingdom,Software,2016,624,True
United Kingdom,Software,2019,631,True
United Kingdom,NLP,2018,10,True
United Kingdom,Professional services,2023,77,True
United Kingdom,Computer Vision,2018,34,True
Hungary,"Mobile, platforms & Internet services",2023,7,True
Hungary,Hardware,2019,2,True
Hungary,Software,2019,6,True
Hungary,Software,2023,13,True
Hungary,General purpose,2019,4,True
India,Data and analytics,2023,249,True
India,"Sales, retail, commerce, marketing",2016,6,True
Ireland,Community and Lifestyle,2018,6,True
Ireland,"Sales, retail, commerce, marketing",2023,50,True
Ireland,Media and Entertainment,2019,62,True
Iceland,Software,2020,10,True
Israel,Manufacturing,2018,14,True
Israel,Finance,2020,92,True
Israel,Agriculture,2018,7,True
Italy,Media and Entertainment,2017,1,True
Italy,Software,2015,34,True
Italy,Manufacturing,2018,0,True
Japan,Hardware,2020,50,True
Japan,Hardware,2023,344,True
Japan,All,2021,1121,True
Japan,Transportation,2017,15,True
South Korea,General purpose,2020,130,True
Latvia,All,2015,1,True
Latvia,Software,2024,2,False
Mexico,Software,2016,2,True
Malaysia,Data and analytics,2019,2,True
New Zealand,Software,2015,3,True
Poland,General purpose,2023,12,True
Portugal,Other,2016,1,True
Portugal,Software,2015,6,True
Saudi Arabia,Data and analytics,2014,0,True
Singapore,Data and analytics,2021,1038,True
Singapore,All,2014,28,True
Singapore,All,2019,1995,True
Sweden,"Sales, retail, commerce, marketing",2021,252,True
Sweden,All,2017,51,True
Sweden,Information Technology,2021,29,True
Turkey,Data and analytics,2022,4,True
United States,NLP,2016,75,True
United States,Transportation,2018,2680,True
United States,Simulation,2018,2,True
United States,Healthcare and Life Sciences,2016,430,True
United States,Telecommunications,2017,60,True
United States,Data and analytics,2014,4385,True
United States,Robotics,2017,198,True
United States,"Mobile, platforms & Internet services",2024,4996,False
United States,Biotechnology,2019,1299,True
United States,Gaming,2016,25,True
United States,Gaming,2018,34,True
United States,Navigation and mapping,2018,94,True
Australia,Manufacturing,2022,29,True
Lithuania,Software,2018,1,True
Norway,"Mobile, platforms & Internet services",2022,7,True
United Arab Emirates,"Mobile, platforms & Internet services",2021,802,True
Australia,Education,2021,8,True
Australia,Media and Entertainment,2018,3,True
Austria,Healthcare and Life Sciences,2018,2,True
Austria,Biotechnology,2020,3,True
Canada,Cyber Security,2021,2,True
Germany,Biotechnology,2018,2,True
Spain,Real estate,2021,0,True
Spain,Biotechnology,2016,1,True
Finland,Hardware,2023,5,True
Finland,Other,2024,4,False
India,Community and Lifestyle,2018,2,True
India,Community and Lifestyle,2019,5,True
Israel,Biotechnology,2022,25,True
South Korea,Robotics,2022,18,True
South Korea,Professional services,2023,5,True
Norway,Healthcare and Life Sciences,2018,0,True
Singapore,Biotechnology,2016,0,True
Singapore,Media and Entertainment,2024,13,False
Sweden,Finance,2016,0,True
Sweden,Computer Vision,2016,2,True
Turkey,Finance,2019,0,True
Turkey,Computer Vision,2022,0,True
Turkey,"Sales, retail, commerce, marketing",2023,3,True
Croatia,Software,2019,1,True
Thailand,General purpose,2016,0,True
Thailand,General purpose,2022,5,True
Hungary,Biotechnology,2015,0,True
Singapore,Robotics,2019,2,True
South Africa,Hardware,2023,0,True
Chile,"Sales, retail, commerce, marketing",2023,0,True
Indonesia,Information Technology,2017,1,True
Kenya,Software,2017,0,True
Kenya,Information Technology,2018,2,True
Nigeria,Data and analytics,2019,8,True
Nigeria,General purpose,2024,3,False
Nigeria,All,2024,14,False
Romania,Data and analytics,2016,1,True
Turkey,Professional services,2022,0,True
Taiwan,Information Technology,2016,2,True
Switzerland,Energy and natural resources,2018,0,True
Germany,"Military, public safety and government",2018,1,True
Finland,Agriculture,2019,1,True
Sri Lanka,Information Technology,2021,0,True
Norway,"Sales, retail, commerce, marketing",2017,33,True
Turkey,Other,2019,0,True
Turkey,Other,2021,1,True
Austria,Professional services,2018,1,True
Estonia,Hardware,2022,1,True
Singapore,Education,2019,2,True
Turkey,Robotics,2023,2,True
Bahrain,All,2020,0,True
Egypt,Manufacturing,2022,0,True
Croatia,Lending and Investments,2021,0,True
Croatia,Sports,2021,0,True
Romania,Sports,2022,0,True
Cyprus,Biotechnology,2021,2,True
Ghana,Transportation,2022,0,True
Morocco,Transportation,2022,0,True
Colombia,Hardware,2023,0,True
Zimbabwe,Professional services,2024,1,False
Armenia,Finance,2024,0,False
Armenia,Professional services,2024,0,False
United Arab Emirates,Finance,2022,9,True
United Arab Emirates,Real estate,2019,0,True
Australia,Gaming,2015,0,True
Australia,Gaming,2017,0,True
Australia,Biotechnology,2014,0,True
Austria,Consumer goods,2018,1,True
Belgium,Energy and natural resources,2015,10,True
Belgium,Other,2016,0,True
Bulgaria,General purpose,2022,0,True
Bulgaria,General purpose,2023,4,True
Belarus,Computer Vision,2017,2,True
Chile,Transportation,2022,2,True
Chile,Information Technology,2024,2,False
Colombia,Other,2022,1,True
Colombia,Information Technology,2023,1,True
Colombia,"Sales, retail, commerce, marketing",2014,0,True
Cyprus,"Sales, retail, commerce, marketing",2021,17,True
Czechia,Privacy and Security,2017,1,True
Germany,Speech Recognition,2023,1,True
Germany,Gaming,2023,2,True
Denmark,Transportation,2020,4,True
Egypt,Professional services,2022,0,True
Egypt,Transportation,2021,0,True
Spain,Gaming,2017,0,True
Finland,NLP,2020,0,True
France,Lending and Investments,2021,1,True
Ghana,Education,2021,0,True
Greece,"Mobile, platforms & Internet services",2018,1,True
Croatia,Transportation,2023,195,True
Hungary,Other,2018,0,True
Ireland,Cyber Security,2022,4,True
Ireland,"Military, public safety and government",2023,13,True
Ireland,Gaming,2020,0,True
Israel,Gaming,2016,7,True
Italy,Biotechnology,2018,3,True
Japan,Telecommunications,2018,4,True
Kenya,Education,2021,0,True
South Korea,Telecommunications,2024,2,False
South Korea,Sports,2019,0,True
Lebanon,Software,2014,0,True
Lebanon,Professional services,2022,0,True
Lithuania,Media and Entertainment,2023,0,True
Luxembourg,Transportation,2018,1,True
Luxembourg,Transportation,2021,1,True
Latvia,Hardware,2015,0,True
Mexico,Privacy and Security,2023,0,True
Mexico,Consumer goods,2014,0,True
Malta,Software,2021,25,True
Malta,Data and analytics,2018,0,True
Mongolia,"Mobile, platforms & Internet services",2019,0,True
Mauritius,All,2021,21,True
Malaysia,Community and Lifestyle,2023,0,True
Nigeria,Education,2018,0,True
Netherlands,Facial Recognition,2021,95,True
Netherlands,Agriculture,2021,0,True
Norway,Computer Vision,2019,0,True
New Zealand,Agriculture,2020,0,True
New Zealand,Hardware,2019,1,True
Pakistan,Software,2017,0,True
Pakistan,Other,2021,0,True
Philippines,Software,2023,6,True
Poland,"Military, public safety and government",2023,1,True
Portugal,Biotechnology,2016,0,True
Portugal,NLP,2019,5,True
Romania,"Mobile, platforms & Internet services",2018,0,True
Romania,"Mobile, platforms & Internet services",2023,10,True
Romania,Media and Entertainment,2021,0,True
Russia,"Mobile, platforms & Internet services",2016,3,True
Saudi Arabia,Biotechnology,2017,1,True
Saudi Arabia,Healthcare and Life Sciences,2021,2,True
Saudi Arabia,Agriculture,2017,0,True
Singapore,Gaming,2022,8,True
Slovenia,Simulation,2016,0,True
Sweden,NLP,2024,0,False
Taiwan,Cyber Security,2018,3,True
Ukraine,Professional services,2018,0,True
Ukraine,Professional services,2023,0,True
United States,Facial Recognition,2024,1,False
Vietnam,Lending and Investments,2022,4,True
Vietnam,Finance,2022,4,True
Vietnam,Finance,2023,0,True
South Africa,Agriculture,2023,0,True
South Africa,Lending and Investments,2015,18,True
South Africa,Lending and Investments,2021,31,True
South Africa,Privacy and Security,2021,0,True
Iceland,General purpose,2021,0,True
Portugal,Professional services,2017,0,True
Sweden,Media and Entertainment,2016,3,True
Sweden,Media and Entertainment,2017,8,True
Australia,Consumer goods,2020,2,True
Belgium,General purpose,2014,1,True
Belgium,General purpose,2022,26,True
Brazil,Agriculture,2023,6,True
Canada,Community and Lifestyle,2018,16,True
Canada,Energy and natural resources,2023,26,True
Canada,Hardware,2019,111,True
Canada,Software,2014,35,True
Switzerland,Consumer goods,2016,1,True
Switzerland,Hardware,2018,24,True
Switzerland,Hardware,2020,55,True
Switzerland,Robotics,2014,0,True
Switzerland,Computer Vision,2015,1,True
Chile,General purpose,2019,6,True
China (mainland),Professional services,2021,98,True
China (mainland),Biotechnology,2024,155,False
China (mainland),Information Technology,2020,268,True
China (mainland),Education,2018,183,True
China (mainland),Other,2014,6,True
China (mainland),Healthcare and Life Sciences,2018,404,True
China (mainland),NLP,2021,68,True
Colombia,All,2017,1,True
Germany,Other,2020,45,True
Germany,Transportation,2015,1,True
Germany,Manufacturing,2022,131,True
Germany,Community and Lifestyle,2019,15,True
Germany,Real estate,2018,5,True
Germany,All,2024,2157,False
Spain,Information Technology,2024,7,False
Estonia,Other,2022,4,True
Estonia,Professional services,2015,0,True
Estonia,Software,2014,0,True
Estonia,Information Technology,2018,1,True
France,Privacy and Security,2018,8,True
United Kingdom,Consumer goods,2015,11,True
United Kingdom,Software,2021,2117,True
United Kingdom,Software,2024,1470,False
United Kingdom,Real estate,2023,19,True
United Kingdom,Agriculture,2023,12,True
United Kingdom,NLP,2014,1,True
United Kingdom,Computer Vision,2021,62,True
Greece,Data and analytics,2019,3,True
India,Transportation,2023,23,True
India,"Mobile, platforms & Internet services",2020,12368,True
Ireland,General purpose,2020,33,True
Ireland,Professional services,2014,0,True
Ireland,"Mobile, platforms & Internet services",2014,0,True
Iceland,Data and analytics,2015,1,True
Iceland,All,2014,0,True
Iceland,All,2018,6,True
Israel,Robotics,2021,12,True
Israel,"Mobile, platforms & Internet services",2020,63,True
Israel,Manufacturing,2023,36,True
Israel,Healthcare and Life Sciences,2020,97,True
Israel,Community and Lifestyle,2024,100,False
Israel,NLP,2014,9,True
Israel,Agriculture,2014,4,True
Italy,Hardware,2014,1,True
Italy,Data and analytics,2014,7,True
Italy,Data and analytics,2022,25,True
Japan,Robotics,2021,8,True
Japan,Robotics,2022,4,True
Japan,Hardware,2014,6,True
Japan,Transportation,2014,4,True
Japan,Real estate,2015,0,True
South Korea,Software,2021,2296,True
South Korea,Software,2022,820,True
South Korea,"Mobile, platforms & Internet services",2022,60,True
South Korea,"Mobile, platforms & Internet services",2023,169,True
Mexico,General purpose,2022,9,True
Netherlands,Finance,2017,69,True
Norway,General purpose,2015,0,True
Norway,General purpose,2019,206,True
Poland,Data and analytics,2022,56,True
Poland,Information Technology,2020,12,True
Poland,"Mobile, platforms & Internet services",2017,1,True
Russia,Data and analytics,2018,8,True
Saudi Arabia,"Mobile, platforms & Internet services",2016,0,True
Singapore,Cyber Security,2023,2,True
Singapore,Data and analytics,2015,20,True
Singapore,All,2018,752,True
Singapore,Other,2014,0,True
Singapore,Information Technology,2015,6,True
Singapore,Information Technology,2023,69,True
Singapore,"Sales, retail, commerce, marketing",2021,669,True
Sweden,Information Technology,2018,2,True
Turkey,Information Technology,2017,0,True
Turkey,All,2018,7,True
United States,Lending and Investments,2019,770,True
United States,Privacy and Security,2024,4009,False
United States,Sports,2016,32,True
United States,Telecommunications,2022,145,True
United States,Energy and natural resources,2019,498,True
United States,Navigation and mapping,2021,265,True
Japan,Sports,2024,7,False
Turkey,"Mobile, platforms & Internet services",2014,0,True
Argentina,All,2014,0,True
Australia,Manufacturing,2014,0,True
Brazil,Transportation,2014,0,True
Brazil,Transportation,2022,3,True
Italy,Healthcare and Life Sciences,2019,2,True
Netherlands,Consumer goods,2023,5,True
Saudi Arabia,Hardware,2019,2,True
Saudi Arabia,Hardware,2023,3,True
United Arab Emirates,All,2017,10,True
Belgium,Media and Entertainment,2020,6,True
Switzerland,Finance,2018,1,True
China (mainland),Energy and natural resources,2023,66,True
Germany,Computer Vision,2018,16,True
Germany,Computer Vision,2020,9,True
Germany,Robotics,2021,34,True
Denmark,Data and analytics,2017,34,True
Denmark,General purpose,2022,72,True
Denmark,Software,2017,33,True
India,Community and Lifestyle,2024,4,False
India,Healthcare and Life Sciences,2024,31,False
Japan,Privacy and Security,2017,0,True
Singapore,Biotechnology,2018,2,True
Sweden,Other,2021,1,True
Taiwan,"Sales, retail, commerce, marketing",2017,0,True
Denmark,Healthcare and Life Sciences,2024,8,False
South Korea,Privacy and Security,2022,16,True
Singapore,Real estate,2020,0,True
Singapore,Robotics,2023,6,True
Singapore,Energy and natural resources,2019,1,True
Serbia,All,2018,1,True
United Arab Emirates,"Sales, retail, commerce, marketing",2016,0,True
Brazil,Computer Vision,2020,5,True
Switzerland,Community and Lifestyle,2022,0,True
China (mainland),Semiconductor,2021,204,True
Spain,Lending and Investments,2023,7,True
Indonesia,Information Technology,2024,0,False
India,Robotics,2024,9,False
Kenya,Finance,2021,11,True
Kenya,Information Technology,2021,11,True
Lithuania,Information Technology,2019,0,True
Singapore,Lending and Investments,2023,1,True
Turkey,Professional services,2018,0,True
Vietnam,Data and analytics,2023,3,True
Vietnam,Software,2018,0,True
Vietnam,Software,2024,1,False
Switzerland,Energy and natural resources,2023,2,True
Denmark,Agriculture,2021,3,True
Nigeria,Information Technology,2022,0,True
Vietnam,Professional services,2022,0,True
South Africa,Information Technology,2021,7,True
Bangladesh,Software,2022,0,True
Switzerland,Telecommunications,2023,0,True
Indonesia,Finance,2019,1,True
Japan,Semiconductor,2018,1,True
Tunisia,All,2018,1,True
Belize,Data and analytics,2019,0,True
Kazakhstan,Data and analytics,2020,0,True
Kazakhstan,Software,2020,0,True
Vietnam,"Mobile, platforms & Internet services",2020,1,True
Brazil,Cyber Security,2020,5,True
Saint Kitts and Nevis,Professional services,2021,1,True
Saint Kitts and Nevis,"Mobile, platforms & Internet services",2021,1,True
Mongolia,Education,2021,0,True
Zambia,Hardware,2021,0,True
Cyprus,Manufacturing,2024,3,False
Ukraine,Biotechnology,2023,0,True
Tajikistan,Software,2022,0,True
Tajikistan,Data and analytics,2024,1,False
Kuwait,General purpose,2023,4,True
Qatar,Data and analytics,2024,0,False
Uzbekistan,Transportation,2024,0,False
Albania,Media and Entertainment,2024,5,False
Albania,"Sales, retail, commerce, marketing",2016,2,True
Armenia,Information Technology,2021,1,True
Australia,Gaming,2014,0,True
Australia,Biotechnology,2018,1,True
Austria,Real estate,2016,0,True
Austria,Media and Entertainment,2016,0,True
Belgium,Lending and Investments,2019,2,True
Bulgaria,All,2019,2,True
Bulgaria,Data and analytics,2023,4,True
Bulgaria,Information Technology,2022,0,True
Bermuda,General purpose,2017,11,True
Bermuda,Data and analytics,2020,1,True
Chile,Finance,2021,1,True
Cyprus,"Mobile, platforms & Internet services",2023,0,True
Cyprus,Media and Entertainment,2022,0,True
Czechia,Transportation,2021,1,True
Finland,Transportation,2017,19,True
France,Speech Recognition,2017,5,True
France,Lending and Investments,2020,4,True
France,Navigation and mapping,2018,5,True
United Kingdom,Simulation,2020,0,True
Ghana,Software,2022,2,True
Ghana,"Sales, retail, commerce, marketing",2017,0,True
Greece,General purpose,2016,5,True
Hungary,Other,2023,4,True
Hungary,Professional services,2022,0,True
Hungary,Transportation,2022,1,True
Hungary,Agriculture,2015,0,True
Ireland,Privacy and Security,2018,2,True
Ireland,Energy and natural resources,2019,1,True
Italy,Sports,2021,2,True
Italy,Energy and natural resources,2024,0,False
Lebanon,Professional services,2020,0,True
Sri Lanka,Media and Entertainment,2017,2,True
Lithuania,Gaming,2023,0,True
Lithuania,"Sales, retail, commerce, marketing",2019,0,True
Latvia,Hardware,2018,8,True
Mexico,NLP,2024,1,False
Mexico,"Sales, retail, commerce, marketing",2022,3,True
Mexico,Other,2022,0,True
Mauritius,Finance,2020,1,True
Norway,"Military, public safety and government",2023,0,True
Norway,Consumer goods,2023,0,True
New Zealand,Information Technology,2016,1,True
New Zealand,Information Technology,2022,2,True
Pakistan,"Sales, retail, commerce, marketing",2017,0,True
Poland,Privacy and Security,2017,2,True
Poland,Media and Entertainment,2019,0,True
Puerto Rico,Consumer goods,2018,0,True
Portugal,Computer Vision,2022,2,True
Romania,"Sales, retail, commerce, marketing",2019,0,True
Romania,Other,2023,10,True
Romania,Community and Lifestyle,2019,0,True
Russia,Finance,2017,4,True
Russia,Other,2014,0,True
Russia,Other,2023,0,True
Russia,"Sales, retail, commerce, marketing",2015,0,True
Saudi Arabia,Navigation and mapping,2016,1,True
Singapore,Computer Vision,2019,102,True
Serbia,Hardware,2015,0,True
Slovakia,Education,2015,0,True
Slovakia,General purpose,2020,8,True
Slovenia,Privacy and Security,2016,0,True
Taiwan,Privacy and Security,2016,2,True
Taiwan,"Mobile, platforms & Internet services",2023,8,True
Uganda,All,2020,0,True
Uganda,All,2022,0,True
Ukraine,Data and analytics,2022,0,True
Ukraine,Media and Entertainment,2019,0,True
Ukraine,General purpose,2022,0,True
Uruguay,General purpose,2023,0,True
Uruguay,Community and Lifestyle,2021,0,True
Uruguay,Lending and Investments,2023,0,True
Ireland,Biotechnology,2018,34,True
Slovenia,Data and analytics,2014,0,True
Australia,All,2024,156,False
Australia,Software,2022,400,True
Australia,Other,2020,2,True
Australia,Data and analytics,2014,0,True
Belgium,"Mobile, platforms & Internet services",2019,3,True
Belgium,General purpose,2021,252,True
Belgium,Hardware,2020,2,True
Belgium,Hardware,2024,17,False
Brazil,General purpose,2019,61,True
Brazil,Agriculture,2014,0,True
Brazil,Finance,2022,134,True
Canada,Information Technology,2016,21,True
Canada,Media and Entertainment,2016,0,True
Canada,Professional services,2021,122,True
Canada,Consumer goods,2020,21,True
Canada,Lending and Investments,2022,0,True
Switzerland,Software,2020,105,True
Switzerland,Computer Vision,2016,1,True
Switzerland,Data and analytics,2022,255,True
Chile,All,2023,4,True
Chile,Software,2023,3,True
China (mainland),Transportation,2014,5,True
China (mainland),Information Technology,2023,706,True
China (mainland),Data and analytics,2014,156,True
China (mainland),Media and Entertainment,2021,127,True
China (mainland),Media and Entertainment,2022,49,True
China (mainland),Other,2024,96,False
China (mainland),Real estate,2020,32,True
China (mainland),"Mobile, platforms & Internet services",2020,645,True
China (mainland),Manufacturing,2021,601,True
China (mainland),All,2023,5136,True
China (mainland),Computer Vision,2022,115,True
Colombia,Data and analytics,2024,6,False
Cyprus,Software,2020,28,True
Germany,Hardware,2019,18,True
Germany,Manufacturing,2016,2,True
Germany,General purpose,2023,419,True
Germany,Professional services,2017,3,True
Germany,Real estate,2016,1,True
Germany,NLP,2021,18,True
Germany,Finance,2016,27,True
Germany,"Mobile, platforms & Internet services",2021,76,True
Spain,Education,2024,2,False
Spain,"Sales, retail, commerce, marketing",2022,301,True
Spain,Manufacturing,2019,3,True
Spain,Data and analytics,2024,60,False
Estonia,Other,2019,2,True
France,Software,2024,777,False
France,Education,2015,1,True
France,All,2016,167,True
France,Information Technology,2020,71,True
United Kingdom,Hardware,2022,154,True
United Kingdom,Real estate,2019,26,True
United Kingdom,Lending and Investments,2015,46,True
United Kingdom,Lending and Investments,2018,108,True
United Kingdom,Agriculture,2022,22,True
Greece,All,2019,6,True
Greece,Data and analytics,2017,2,True
Greece,Software,2018,2,True
Greece,Software,2019,3,True
Hungary,Data and analytics,2019,6,True
Hungary,Data and analytics,2021,7,True
Hungary,Software,2020,6,True
Hungary,General purpose,2015,1,True
India,All,2020,20523,True
India,Education,2019,15,True
Ireland,Community and Lifestyle,2019,0,True
Ireland,Media and Entertainment,2023,1,True
Ireland,Other,2014,0,True
Israel,"Mobile, platforms & Internet services",2019,81,True
Israel,Healthcare and Life Sciences,2023,41,True
Israel,Energy and natural resources,2016,0,True
Israel,Energy and natural resources,2018,8,True
Israel,Hardware,2024,65,False
Israel,Media and Entertainment,2022,100,True
Italy,Software,2020,25,True
Japan,Healthcare and Life Sciences,2022,38,True
Japan,Data and analytics,2024,183,False
Japan,Information Technology,2021,55,True
South Korea,General purpose,2016,11,True
South Korea,Education,2019,23,True
South Korea,Consumer goods,2017,3,True
Latvia,Information Technology,2021,0,True
Mexico,General purpose,2020,2,True
Malaysia,All,2023,67,True
New Zealand,Data and analytics,2021,1066,True
New Zealand,All,2022,35,True
New Zealand,General purpose,2016,1,True
New Zealand,General purpose,2019,3,True
Poland,All,2024,43,False
Poland,"Sales, retail, commerce, marketing",2015,0,True
Poland,Information Technology,2017,6,True
Poland,"Mobile, platforms & Internet services",2020,9,True
Portugal,Software,2023,10,True
Russia,General purpose,2014,0,True
Russia,General purpose,2017,4,True
Russia,All,2023,1,True
Singapore,Software,2015,62,True
Singapore,Information Technology,2022,187,True
Singapore,Finance,2020,90,True
Sweden,Healthcare and Life Sciences,2020,4,True
Turkey,General purpose,2021,13,True
Ukraine,Software,2018,0,True
United States,Lending and Investments,2018,24,True
United States,Other,2021,2001,True
United States,NLP,2022,204,True
United States,Hardware,2017,2094,True
United States,Finance,2019,2184,True
United States,Healthcare and Life Sciences,2014,215,True
India,Gaming,2015,0,True
South Korea,Navigation and mapping,2020,1,True
South Korea,Real estate,2022,8,True
Netherlands,Transportation,2020,0,True
Australia,Energy and natural resources,2019,3,True
Austria,Healthcare and Life Sciences,2015,0,True
Canada,Telecommunications,2024,0,False
China (mainland),Lending and Investments,2021,21,True
China (mainland),Energy and natural resources,2019,9,True
Germany,Computer Vision,2024,3,False
Denmark,Data and analytics,2018,16,True
Denmark,"Mobile, platforms & Internet services",2015,2,True
France,Cyber Security,2017,3,True
France,Community and Lifestyle,2017,1,True
France,Community and Lifestyle,2019,2,True
United Kingdom,Manufacturing,2019,19,True
Indonesia,Software,2021,75,True
Indonesia,Software,2023,12,True
India,Community and Lifestyle,2021,29,True
